,Asset Turnover (Average),Book Value Per Share * USD,COGS,Cap Spending USD Mil,Dividends USD,EBT Margin,Earnings Per Share USD,Financial Leverage (Average),Free Cash Flow Per Share * USD,Free Cash Flow USD Mil,Gross Margin,Gross Margin %,Interest Coverage,Key Ratios -> Growth,Key Ratios -> Profitability,Margins % of Sales,Net Income USD Mil,Net Int Inc & Other,Net Margin %,Operating Cash Flow USD Mil,Operating Income USD Mil,Operating Margin,Operating Margin %,Other,Payout Ratio % *,Profitability,R&D,Return on Assets %,Return on Equity %,Return on Invested Capital %,Revenue,Revenue USD Mil,SG&A,Shares Mil,Tax Rate %,Working Capital USD Mil,ticker,,Revenue %,Year over Year,3-Year Average,5-Year Average,10-Year Average,Operating Income %,Net Income %,EPS %,Key Ratios -> Cash Flow,Cash Flow Ratios,Operating Cash Flow Growth % YOY,Free Cash Flow Growth % YOY,Cap Ex as a % of Sales,Free Cash Flow/Sales %,Free Cash Flow/Net Income,Key Ratios -> Financial Health,Balance Sheet Items (in %),Cash & Short-Term Investments,Accounts Receivable,Inventory,Other Current Assets,Total Current Assets,Net PP&E,Intangibles,Other Long-Term Assets,Total Assets,Accounts Payable,Short-Term Debt,Taxes Payable,Accrued Liabilities,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Debt,Other Long-Term Liabilities,Total Liabilities,Total Stockholders' Equity,Total Liabilities & Equity,Liquidity/Financial Health,Current Ratio,Quick Ratio,Financial Leverage,Debt/Equity,Key Ratios -> Efficiency Ratios,Efficiency,Days Sales Outstanding,Days Inventory,Payables Period,Cash Conversion Cycle,Receivables Turnover,Inventory Turnover,Fixed Assets Turnover,Asset Turnover,Revenue CNY Mil,Operating Income CNY Mil,Net Income CNY Mil,Earnings Per Share CNY,Dividends CNY,Book Value Per Share * CNY,Operating Cash Flow CNY Mil,Cap Spending CNY Mil,Free Cash Flow CNY Mil,Free Cash Flow Per Share * CNY,Working Capital CNY Mil,Revenue EUR Mil,Operating Income EUR Mil,Net Income EUR Mil,Earnings Per Share EUR,Dividends EUR,Book Value Per Share * EUR,Operating Cash Flow EUR Mil,Cap Spending EUR Mil,Free Cash Flow EUR Mil,Free Cash Flow Per Share * EUR,Working Capital EUR Mil,Revenue CHF Mil,Operating Income CHF Mil,Net Income CHF Mil,Earnings Per Share CHF,Dividends CHF,Book Value Per Share * CHF,Operating Cash Flow CHF Mil,Cap Spending CHF Mil,Free Cash Flow CHF Mil,Free Cash Flow Per Share * CHF,Working Capital CHF Mil,Revenue CAD Mil,Operating Income CAD Mil,Net Income CAD Mil,Earnings Per Share CAD,Dividends CAD,Book Value Per Share * CAD,Operating Cash Flow CAD Mil,Cap Spending CAD Mil,Free Cash Flow CAD Mil,Free Cash Flow Per Share * CAD,Working Capital CAD Mil,Revenue MXN Mil,Operating Income MXN Mil,Net Income MXN Mil,Earnings Per Share MXN,Dividends MXN,Book Value Per Share * MXN,Operating Cash Flow MXN Mil,Cap Spending MXN Mil,Free Cash Flow MXN Mil,Free Cash Flow Per Share * MXN,Working Capital MXN Mil,Revenue ILS Mil,Operating Income ILS Mil,Net Income ILS Mil,Earnings Per Share ILS,Dividends ILS,Book Value Per Share * ILS,Operating Cash Flow ILS Mil,Cap Spending ILS Mil,Free Cash Flow ILS Mil,Free Cash Flow Per Share * ILS,Working Capital ILS Mil,Revenue AUD Mil,Operating Income AUD Mil,Net Income AUD Mil,Earnings Per Share AUD,Dividends AUD,Book Value Per Share * AUD,Operating Cash Flow AUD Mil,Cap Spending AUD Mil,Free Cash Flow AUD Mil,Free Cash Flow Per Share * AUD,Working Capital AUD Mil,Revenue TWD Mil,Operating Income TWD Mil,Net Income TWD Mil,Earnings Per Share TWD,Dividends TWD,Book Value Per Share * TWD,Operating Cash Flow TWD Mil,Cap Spending TWD Mil,Free Cash Flow TWD Mil,Free Cash Flow Per Share * TWD,Working Capital TWD Mil,Revenue ARS Mil,Operating Income ARS Mil,Net Income ARS Mil,Earnings Per Share ARS,Dividends ARS,Book Value Per Share * ARS,Operating Cash Flow ARS Mil,Cap Spending ARS Mil,Free Cash Flow ARS Mil,Free Cash Flow Per Share * ARS,Working Capital ARS Mil,Revenue SEK Mil,Operating Income SEK Mil,Net Income SEK Mil,Earnings Per Share SEK,Dividends SEK,Book Value Per Share * SEK,Operating Cash Flow SEK Mil,Cap Spending SEK Mil,Free Cash Flow SEK Mil,Free Cash Flow Per Share * SEK,Working Capital SEK Mil,Revenue JPY Mil,Operating Income JPY Mil,Net Income JPY Mil,Earnings Per Share JPY,Dividends JPY,Book Value Per Share * JPY,Operating Cash Flow JPY Mil,Cap Spending JPY Mil,Free Cash Flow JPY Mil,Free Cash Flow Per Share * JPY,Working Capital JPY Mil,Revenue KRW Mil,Operating Income KRW Mil,Net Income KRW Mil,Earnings Per Share KRW,Dividends KRW,Book Value Per Share * KRW,Operating Cash Flow KRW Mil,Cap Spending KRW Mil,Free Cash Flow KRW Mil,Free Cash Flow Per Share * KRW,Working Capital KRW Mil,Revenue GBP Mil,Operating Income GBP Mil,Net Income GBP Mil,Earnings Per Share GBP,Dividends GBP,Book Value Per Share * GBP,Operating Cash Flow GBP Mil,Cap Spending GBP Mil,Free Cash Flow GBP Mil,Free Cash Flow Per Share * GBP,Working Capital GBP Mil,Revenue IDR Mil,Operating Income IDR Mil,Net Income IDR Mil,Earnings Per Share IDR,Dividends IDR,Book Value Per Share * IDR,Operating Cash Flow IDR Mil,Cap Spending IDR Mil,Free Cash Flow IDR Mil,Free Cash Flow Per Share * IDR,Working Capital IDR Mil,Revenue RUB Mil,Operating Income RUB Mil,Net Income RUB Mil,Earnings Per Share RUB,Dividends RUB,Book Value Per Share * RUB,Operating Cash Flow RUB Mil,Cap Spending RUB Mil,Free Cash Flow RUB Mil,Free Cash Flow Per Share * RUB,Working Capital RUB Mil,Revenue INR Mil,Operating Income INR Mil,Net Income INR Mil,Earnings Per Share INR,Dividends INR,Book Value Per Share * INR,Operating Cash Flow INR Mil,Cap Spending INR Mil,Free Cash Flow INR Mil,Free Cash Flow Per Share * INR,Working Capital INR Mil,Revenue DKK Mil,Operating Income DKK Mil,Net Income DKK Mil,Earnings Per Share DKK,Dividends DKK,Book Value Per Share * DKK,Operating Cash Flow DKK Mil,Cap Spending DKK Mil,Free Cash Flow DKK Mil,Free Cash Flow Per Share * DKK,Working Capital DKK Mil,,Revenue BRL Mil,Operating Income BRL Mil,Net Income BRL Mil,Earnings Per Share BRL,Dividends BRL,Book Value Per Share * BRL,Operating Cash Flow BRL Mil,Cap Spending BRL Mil,Free Cash Flow BRL Mil,Free Cash Flow Per Share * BRL,Working Capital BRL Mil,Revenue THB Mil,Operating Income THB Mil,Net Income THB Mil,Earnings Per Share THB,Dividends THB,Book Value Per Share * THB,Operating Cash Flow THB Mil,Cap Spending THB Mil,Free Cash Flow THB Mil,Free Cash Flow Per Share * THB,Working Capital THB Mil,Revenue CLP Mil,Operating Income CLP Mil,Net Income CLP Mil,Earnings Per Share CLP,Dividends CLP,Book Value Per Share * CLP,Operating Cash Flow CLP Mil,Cap Spending CLP Mil,Free Cash Flow CLP Mil,Free Cash Flow Per Share * CLP,Working Capital CLP Mil,Revenue COP Mil,Operating Income COP Mil,Net Income COP Mil,Earnings Per Share COP,Dividends COP,Book Value Per Share * COP,Operating Cash Flow COP Mil,Cap Spending COP Mil,Free Cash Flow COP Mil,Free Cash Flow Per Share * COP,Working Capital COP Mil,Revenue PEN Mil,Operating Income PEN Mil,Net Income PEN Mil,Earnings Per Share PEN,Dividends PEN,Book Value Per Share * PEN,Operating Cash Flow PEN Mil,Cap Spending PEN Mil,Free Cash Flow PEN Mil,Free Cash Flow Per Share * PEN,Working Capital PEN Mil,Revenue ZAR Mil,Operating Income ZAR Mil,Net Income ZAR Mil,Earnings Per Share ZAR,Dividends ZAR,Book Value Per Share * ZAR,Operating Cash Flow ZAR Mil,Cap Spending ZAR Mil,Free Cash Flow ZAR Mil,Free Cash Flow Per Share * ZAR,Working Capital ZAR Mil,Revenue PHP Mil,Operating Income PHP Mil,Net Income PHP Mil,Earnings Per Share PHP,Dividends PHP,Book Value Per Share * PHP,Operating Cash Flow PHP Mil,Cap Spending PHP Mil,Free Cash Flow PHP Mil,Free Cash Flow Per Share * PHP,Working Capital PHP Mil,Revenue PLN Mil,Operating Income PLN Mil,Net Income PLN Mil,Earnings Per Share PLN,Dividends PLN,Book Value Per Share * PLN,Operating Cash Flow PLN Mil,Cap Spending PLN Mil,Free Cash Flow PLN Mil,Free Cash Flow Per Share * PLN,Working Capital PLN Mil,Revenue TRY Mil,Operating Income TRY Mil,Net Income TRY Mil,Earnings Per Share TRY,Dividends TRY,Book Value Per Share * TRY,Operating Cash Flow TRY Mil,Cap Spending TRY Mil,Free Cash Flow TRY Mil,Free Cash Flow Per Share * TRY,Working Capital TRY Mil
0,0.56,0.01,48.38,-30,,-18.19,-0.75,992.01,,5,51.62,51.6,-0.14,,,TTM,-52,-16.15,-18.09,36,-6,-2.05,-2.0,31.66,,TTM,,-10.15,,-1.34,100.00,285,22.01,69,,,INAP,Latest Qtr,,-92.00,,,,,,,,TTM,,,10.56,1.92,-0.11,,Latest Qtr,2.11,3.10,,1.59,6.80,77.76,13.55,1.89,100.00,2.95,0.16,,2.38,4.31,9.79,50.76,39.34,99.90,0.10,100.00,Latest Qtr,0.69,0.53,992.01,865.32,,TTM,22.70,,56.47,,16.08,,0.75,0.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.04,27.47,,-37,0.66,40.96,2.21,6.71,,184,,,,,,TTM,148,-2.70,28.29,221,214,40.96,41.0,25.64,29.8,TTM,,1.22,8.29,,100.00,522,30.70,67,30.92,,IBOC,Latest Qtr,,9.26,,,,,,,,TTM,,,7.01,35.34,1.25,,Latest Qtr,2.39,0.27,,,,4.25,2.32,,100.00,,,,,,,10.09,,85.09,14.91,100.00,Latest Qtr,,,6.71,0.68,,TTM,,,,,,,1.02,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.30,31.30,50.87,-108,0.43,16.88,1.49,1.59,,73,49.13,49.1,9.94,,,TTM,67,1.04,10.08,182,106,15.84,15.8,16.61,28.9,TTM,,3.06,4.86,4.51,100.00,667,16.68,45,40.32,,ISCA,Latest Qtr,,-80.00,,,,,,,,TTM,,,16.21,11.02,1.09,,Latest Qtr,12.20,2.21,,1.08,15.49,66.29,13.50,4.72,100.00,1.59,0.16,,,4.68,6.43,11.75,19.04,37.22,62.78,100.00,Latest Qtr,2.41,2.24,1.59,0.19,,TTM,24.37,,32.84,,14.98,,0.46,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.45,,,,,8.96,,96.13,,,,,,,,TTM,,-9.15,-1.61,,,18.12,18.1,29.50,,TTM,,-0.73,-53.78,-1.03,100.00,,52.39,19,43.37,,IGLD,Latest Qtr,,-1.39,,,,,,,,TTM,,,14.26,20.55,-12.76,,Latest Qtr,11.85,11.54,0.51,,23.90,33.95,32.61,9.55,100.00,,6.33,0.57,1.53,8.25,16.68,64.72,17.56,98.96,1.04,100.00,Latest Qtr,1.43,1.40,96.13,62.21,,TTM,73.88,,,,4.94,,1.40,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9,930","1,799",-160,-8.33,,3.19,"3,457","-1,416","2,041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.26,,84.14,,,3.47,,2.04,,,15.86,15.9,17.75,,,TTM,,0.17,2.13,,,3.30,3.3,,17.2,TTM,0.28,2.69,5.28,3.97,100.00,,12.27,91,38.70,,IIJI,Latest Qtr,,37.66,,,,,,,,TTM,,,7.01,-1.38,-0.65,,Latest Qtr,14.14,18.67,2.96,8.51,44.29,30.03,6.46,19.22,100.00,11.95,6.58,0.72,2.12,7.68,29.06,6.05,15.93,51.04,48.96,100.00,Latest Qtr,1.52,1.13,2.04,0.29,,TTM,54.09,8.94,40.58,22.45,6.75,40.83,4.23,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"166,654","5,502","3,547",39.02,6.69,6.75,"9,397","-11,689","-2,292",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.30,1.35,51.16,,,-13.13,2.91,1.39,,-15,48.84,48.8,-0.97,,,TTM,-1,-38.69,-6.33,-15,4,25.56,25.6,-89.85,,TTM,10.31,-1.92,-5.31,0.24,100.00,15,102.83,9,,,IDXG,Latest Qtr,,-96.34,,,,,,,,TTM,,,,-104.01,16.44,,Latest Qtr,23.22,5.56,,2.51,31.30,1.33,67.31,0.06,100.00,1.40,,0.77,12.58,1.73,16.48,,11.33,27.81,72.19,100.00,Latest Qtr,1.90,1.75,1.39,,,TTM,69.22,,50.39,,5.27,,16.95,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.70,3.87,15.67,-2,,-19.81,-0.63,1.14,,-12,84.33,84.3,,,,TTM,-18,1.24,-19.81,-10,-19,-21.05,-21.0,,,TTM,20.12,-13.82,-15.62,-15.62,100.00,91,85.25,29,,,XENT,Latest Qtr,,-31.82,,,,,,,,TTM,,,2.38,-13.63,0.69,,Latest Qtr,79.13,9.02,6.74,1.22,96.10,3.53,,0.37,100.00,1.92,,,8.67,0.76,11.35,,0.61,11.96,88.04,100.00,Latest Qtr,8.47,7.77,1.14,,,TTM,43.43,203.39,73.20,173.62,8.40,1.79,21.57,0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,2.87,-0.15,33.12,-6,,-25.44,-1.20,,,-7,66.88,66.9,,,,TTM,-28,-2.48,-17.40,-1,-37,-22.96,-23.0,9.59,,TTM,,-49.96,-338.04,-104.39,100.00,162,80.25,24,,,INTX,Latest Qtr,,-48.57,,,,,,,,TTM,,,3.74,-4.56,0.26,,Latest Qtr,15.76,20.45,,15.30,51.50,23.58,22.27,2.65,100.00,6.58,,3.30,21.48,21.04,52.41,43.37,12.43,108.20,-8.20,100.00,Latest Qtr,0.98,0.69,,,,TTM,17.77,,18.24,,20.54,,13.25,2.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.05,3.74,59.23,-4,,6.87,0.32,1.44,,1,40.77,40.8,,,,TTM,7,0.39,5.97,5,8,6.48,6.5,-0.09,,TTM,15.01,6.27,9.25,8.88,100.00,117,19.37,22,12.98,,IVAC,Latest Qtr,,-350.00,,,,,,,,TTM,,,3.75,0.60,0.10,,Latest Qtr,31.71,19.00,27.74,2.41,80.86,10.65,1.42,7.08,100.00,5.99,,,11.61,10.51,28.12,,2.55,30.67,69.33,100.00,Latest Qtr,2.88,1.80,1.44,,,TTM,64.43,156.61,33.83,187.21,5.67,2.33,9.81,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3.19,25.06,,-12,,0.29,2.48,13.21,,-23,,,,,,TTM,46,,0.24,-11,56,0.29,0.3,0.28,,TTM,,0.76,10.58,,100.00,"19,534",99.43,19,17.75,,INTL,Latest Qtr,,-15.38,,,,,,,,TTM,,,0.06,-0.12,-0.49,,Latest Qtr,39.90,4.23,,,,0.53,0.98,,100.00,52.21,,0.14,,,,,,92.43,7.57,100.00,Latest Qtr,,,13.21,,,TTM,,,,,,,654.40,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,,5.85,,-0,,,-2.19,1.05,,-84,,,,,,TTM,-95,987.78,,-84,-98,,,,,TTM,,-21.68,-26.45,-27.38,100.00,0,,43,,,ITCI,Latest Qtr,,-24.29,,,,,,,,TTM,,,61.19,,0.89,,Latest Qtr,98.18,,,1.59,99.77,0.20,,0.02,100.00,1.32,,,2.23,,3.55,,0.86,4.41,95.59,100.00,Latest Qtr,28.08,27.63,1.05,,,TTM,4.11,,,,88.91,,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.97,3.04,70.87,-1,,0.08,-0.09,2.19,,2,29.13,29.1,1.09,,,TTM,-1,-1.40,-0.63,3,1,1.48,1.5,,,TTM,5.29,-1.23,-2.55,0.64,100.00,84,22.36,7,398.48,,IIN,Latest Qtr,,-178.95,,,,,,,,TTM,,,1.42,2.52,-4.04,,Latest Qtr,0.72,14.95,32.50,3.83,52.00,13.72,29.09,5.20,100.00,18.35,5.26,,12.35,,35.95,15.30,3.13,54.38,45.62,100.00,Latest Qtr,1.45,0.44,2.19,0.34,,TTM,28.69,86.71,44.16,71.24,12.72,4.21,12.76,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.24,5.31,15.63,-230,1.36,26.41,3.72,3.00,,"1,369",84.37,84.4,45.10,,,TTM,971,-0.54,18.76,"1,599","1,395",26.95,26.9,0.04,36.6,TTM,19.28,23.35,77.22,49.33,100.00,"5,177",38.11,261,28.97,,INTU,Latest Qtr,,-169.23,,,,,,,,TTM,,,4.44,26.44,1.41,,Latest Qtr,19.10,4.08,,11.60,34.78,25.32,32.37,4.28,100.00,3.86,1.23,,7.37,35.32,47.79,10.77,8.16,66.72,33.28,100.00,Latest Qtr,0.73,0.49,3.00,0.32,,TTM,7.44,,76.93,,49.07,,5.02,1.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.51,44.25,30.25,-178,,34.52,7.75,1.14,,920,69.75,69.8,,,,TTM,902,1.38,30.16,"1,098",992,33.14,33.1,,,TTM,10.38,15.28,17.20,17.20,100.00,"2,993",26.24,117,12.63,,ISRG,Latest Qtr,,44.07,,,,,,,,TTM,,,5.93,30.73,1.02,,Latest Qtr,38.03,8.29,3.99,1.57,51.89,10.36,6.31,31.45,100.00,1.42,,,4.48,5.00,10.91,,1.26,12.17,87.83,100.00,Latest Qtr,4.75,4.25,1.14,,,TTM,54.87,82.38,28.42,108.83,6.65,4.43,5.80,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1.93,-0.77,88.42,-5,,-11.55,-3.39,,,-1,11.58,11.6,-1.84,,,TTM,-67,-4.07,-24.54,4,-20,-7.48,-7.5,5.67,,TTM,,-47.35,-389.60,-52.73,100.00,272,13.39,20,,,SNAK,Latest Qtr,,884.62,,,,,,,,TTM,,,1.81,-0.26,0.01,,Latest Qtr,3.11,12.74,19.62,6.80,42.27,46.65,9.92,1.15,100.00,24.11,87.40,,6.63,,118.14,,3.99,122.13,-22.13,100.00,Latest Qtr,0.36,0.13,,,,TTM,20.18,69.67,36.25,53.61,18.09,5.24,5.50,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,0.03,17.53,,-1,0.08,26.93,0.97,9.66,,10,,,,,,TTM,8,-3.60,18.39,12,11,26.93,26.9,24.53,8.6,TTM,,0.59,5.83,,100.00,42,44.94,8,31.72,,ISTR,Latest Qtr,,-17.24,,,,,,,,TTM,,,3.54,23.95,1.30,,Latest Qtr,3.29,0.28,,,,2.28,0.90,,100.00,0.87,,0.87,,,,12.49,,89.65,10.35,100.00,Latest Qtr,,,9.66,1.21,,TTM,,,,,,,1.29,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Latest Qtr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
